id,label,timeset,fan_count,category,username,users_can_post,post_activity,talking_about_count,modularity_class
1.07776E+11,Sigma Lambda Beta- Kappa Beta @ CSULB,,554,Non-Profit Organization,,yes,0,0,0
24425030765,DePaul Betas (SLB - Sigma Alpha Chapter),,827,Organization,DePaulBetas,yes,0,2,0
1.31375E+14,"Beta Gamma Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,1227,Non-Profit Organization,LTABetaGamma,yes,0.01,34,0
2.76266E+14,Lambda Theta Phi Latin Fraternity Inc. Gamma Zeta Chapter SFSU and USF,,406,Organization,gzlambdas,no,0,1,0
1.06968E+14,"Lambda Theta Phi Latin Fraternity, Inc. - Delta Epsilon Chapter",,667,Non-Profit Organization,OSU.Lambdas,yes,0,1,0
1.54392E+11,LAMBDA THETA PHI LATIN FRATERNITY INC. BETA CHAPTER,,773,Public Figure,,yes,0,1,0
1.20058E+14,Gamma Nu Chapter of Lambda Theta Phi Latin Fraternity Incorporated,,522,Community,umkcgammanu,yes,0,0,0
1.11731E+14,"Lambda Theta Phi Latin Fraternity, Inc. [Beta Nu Chapter]",,594,Non-Profit Organization,fdumadisonlambdas,yes,0.03,6,0
47605908254,"Lambda Theta Phi Latin Fraternity, Inc.- Beta Iota Chapter",,1216,Non-Profit Organization,FSULambdas,yes,0.01,3,0
1.07245E+11,"Lambda Theta Phi Latin Fraternity, Inc. Beta Pi Chapter",,675,Non-Profit Organization,betapilambdas,no,0,0,0
1.19806E+11,"Chi Upsilon Sigma National Latin Sorority, Inc. - Alpha Chapter",,823,Non-Profit Organization,CUSAlpha,yes,0,3,0
1.12059E+11,"Kappa Delta Chi Sorority, Inc.- SMU Upsilon Chapter",,813,Non-Profit Organization,KDChi.SMU,yes,0.03,52,0
98606238917,Theta Nu Xi Multicultural Sorority Inc. - Tau Chapter,,732,Non-Profit Organization,TNXatASU,yes,0.01,2,0
1.98987E+11,Omega Delta Phi at Texas Tech University - Alpha Chapter,,1640,School,ODPhi,yes,0.01,15,0
36248282954,"Omega Delta Phi Fraternity, Inc.",,4823,Non-Profit Organization,OmegaDeltaPhi,yes,0.01,120,0
96468695192,"Delta Gamma Pi Multicultural Sorority, Inc.",,104,Non-Profit Organization,DeltaGammaPi,yes,0,0,0
1.42694E+14,CSU Latino Resource Center,,229,Education,,yes,0,0,0
1.29839E+14,"Theta Nu Xi Multicultural Sorority, Inc. at WPI",,345,Non-Profit Organization,TNXwpi,yes,0,3,0
1.95803E+14,"Gamma Kappa Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,404,Organization,LTAGammaKappa,yes,0,3,0
1.1725E+14,UCF Lambdas,,1506,Non-Profit Organization,UCFLambdas,yes,0.01,1,0
6.98697E+14,The Epsilon Pi Chapter at Michigan State University,,1657,Non-Profit Organization,MSULTAs,yes,0.01,3,0
9942332243,"Lambda Theta Alpha Latin Sorority, Inc. Beta Sigma Chapter",,333,Non-Profit Organization,,yes,0,2,0
1.13404E+14,LTAEpsilonTheta,,386,Organization,,yes,0,4,0
1.77048E+14,"Lambda Theta Alpha Latin Sorority, Incorporated - Delta Alpha Chapter",,540,Organization,LTA.DA,yes,0.03,36,0
1.17051E+14,Lambda Theta Phi Latin Fraternity Inc. Alpha Sigma Chapter,,634,Non-Profit Organization,asulambdas,yes,0,0,0
1.89071E+14,LTA Beta Phi Chapter,,521,Non-Profit Organization,,yes,0,1,0
1.03779E+14,"Delta Upsilon Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,339,Organization,LTADeltaUpsilon,yes,0,1,0
1.142E+14,University of Michigan LTA,,590,Non-Profit Organization,,yes,0,300,0
1.00907E+14,"Lambda Theta Alpha Latin Sorority, Inc.- Epsilon Omicron Chapter",,358,Organization,EpsilonOmicronLTA,yes,0,1,0
6.4171E+14,LTA Epsilon Delta,,1288,Non-Profit Organization,depaul.lta.75,yes,0,12,0
1.48679E+14,Lambda Theta Alpha Latin Sorority Inc. - Gamma Psi Chapter,,374,Non-Profit Organization,,yes,0,0,0
1.43821E+14,"Lambda Theta Alpha Latin Sorority, Inc - Bloomfield College",,364,Community,ltabetachapter,yes,0,0,0
1.6092E+14,"Epsilon Lambda Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,510,Non-Profit Organization,LTA.EpsilonLambda,yes,0.01,41,0
1.18565E+14,"Lambda Theta Alpha Latin Sorority, Inc. Delta Iota Chapter",,453,Organization,LTA.MTSU,yes,0,5,0
2.01269E+11,Lambda Theta Alpha Latin Sorority Inc.- Gamma Tau Chapter at CSULA,,543,Community,,yes,0,0,0
1.28338E+11,"Delta Epsilon Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,970,Non-Profit Organization,LTAdeltaepsilon05,yes,0,13,0
2.04031E+11,"Lambda Theta Nu Sorority, Inc. Alpha Iota Chapter",,789,Non-Profit Organization,LambdasUNLV,yes,0,1,0
1.72574E+11,"Lambda Theta Nu Sorority, Inc. AmorouZ Alpha Zeta Chapter",,860,Non-Profit Organization,amorouzusf,yes,0,3,0
1.59317E+11,"Beta Nu Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,1195,Non-Profit Organization,LTABetaNu,yes,0.01,50,0
2.0274E+11,"Lambda Theta Alpha Latin Sorority, Inc., Gamma Rho Chapter",,823,Non-Profit Organization,,yes,0.01,6,0
1.14533E+14,"Lambda Theta Nu Sorority, Inc. ALtruistic Alpha Lambda Chapter",,1149,Organization,alphalambdas86,yes,0.01,2,0
1.32782E+14,SIA NYU,,706,Non-Profit Organization,,yes,0.01,11,0
24200926406,DELTA SIGMA PHI,,15868,Non-Profit Organization,DeltaSigmaPhiHQ,yes,0.02,85,0
1.5835E+14,Omega Phi Beta Sorority Inc. Xi Chapter,,458,Non-Profit Organization,XiChapterOPB,yes,0,3,0
1.12192E+14,"Lambda Upsilon Lambda Fraternity Inc. - Theta Chapter, Syracuse University",,29,Community,,yes,0,0,0
1.15324E+14,"Omega Phi Beta Sorority, Incorporated at the University of South Florida",,554,Non-Profit Organization,USFOPBSI,yes,0,7,0
3.1121E+11,"Zeta Phi Beta Sorority, Incorporated: The Omega Nu Chapter",,1140,Non-Profit Organization,,yes,0,2,0
2.10855E+14,"Beta Iota Chapter of Omega Phi Beta Sorority, Incorporated",,439,Non-Profit Organization,NEIUBetas,yes,0.01,35,0
2.07124E+11,"Omega Phi Beta Sorority, Incorporated",,1368,Non-Profit Organization,omegaphibeta,yes,0.02,260,0
1.62123E+14,Lambda Theta Phi- Gamma Phi Chapter at Texas Tech,,294,Community,GammaPhiLambdas,yes,0,10,0
1.6024E+14,Lambda Theta Phi Latin Fraternity Inc. Xi Chapter,,165,Non-Profit Organization,,yes,0,1,0
1.41825E+14,"Illinois Sector 1 - Lambda Theta Phi Fraternidad Latina, Inc.",,232,Non-Profit Organization,LambdasILS1,yes,0,0,0
1.47141E+14,"Lambda Theta Phi Latin Fraternity Inc., Gamma Delta Chapter at UCSB",,541,Community,,yes,0,0,0
1.47061E+14,UC Berkeley Lambdas,,1349,Non-Profit Organization,ucberkeley.lambdas,yes,0.01,8,0
1.16334E+14,Arizona | New Mexico Sector - Lambda Theta Phi Latin Fraternity Inc.,,206,Non-Profit Organization,AZNMS1,yes,0,0,0
1.01834E+11,"Alpha Upsilon Chapter of Lambda Theta Phi Latin Fraternity, Inc.",,608,Non-Profit Organization,unmlambdas,yes,0,4,0
1.23445E+11,"Lambda Theta Phi Latin Fraternity, Inc. Lambda Lambda Chapter",,373,Non-Profit Organization,illinoislambda,yes,0,4,0
1.80803E+14,"Lambda Theta Phi Fraternidad Latina, Inc  (DePaul University)",,689,Non-Profit Organization,DePaul.Lambdas.1975,yes,0,0,0
1.55583E+11,"Lambda Theta Phi Latin Fraternity, Inc. | Alpha Tau Chapter",,730,Non-Profit Organization,UNTLambdas,yes,0,23,0
3.17549E+11,"LAMBDA THETA PHI LATIN FRATERNITY, INC. AT CSUEB",,530,Local Business,,yes,0,0,0
1.12267E+11,"Lambda Theta Phi Latin Fraternity, Inc. Chi Chapter",,587,Organization,,yes,0,2,0
83361488429,"Lambda Theta Phi, Latin Fraternity Inc. Beta Gamma Chapter",,1923,Non-Profit Organization,,yes,0,4,0
6250560885,"Lambda Theta Phi Latin Fraternity, Inc.",,13583,Non-Profit Organization,lambda1975,yes,0.09,290,0
2.16994E+14,"Alpha Epsilon Chapter of La Unidad Latina, Î›Î¥Î›",,330,Non-Profit Organization,UVALambdas,yes,0,1,0
1.69845E+11,"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc. - Nasty Nu Chapter",,186,Community,,yes,0,1,0
24599097884,La Unidad Latina - Î›Î¥Î› - University of Southern California,,136,Non-Profit Organization,,yes,0,1,0
1.96137E+14,"La Unidad Latina, Î›Î¥Î›, Alpha Omicron - JMU",,250,Organization,LUL.JMU,yes,0.01,4,0
2.15747E+14,La Unidad Latina - Î›Î¥Î› - Alpha Chi Chapter at the University of Illinois,,671,Non-Profit Organization,LUL.UIUC,yes,0.01,9,0
2.34883E+14,Î›Î¥Î› - La Unidad Latina - Johnson & Wales University,,441,Non-Profit Organization,LULJWU,yes,0.01,3,0
1.01351E+14,"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc.- Alpha Xi Chapter",,672,Non-Profit Organization,IULambdas,yes,0.04,18,0
1.633E+11,"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc. - Alpha Chapter",,648,Organization,,yes,0,1,0
1.30899E+14,"La Unidad Latina, Î›Î¥Î› Fraternity, Inc. - Alpha Rho Chapter",,510,Non-Profit Organization,FIULUL,yes,0,0,0
3.2841E+14,"Lambda Upsilon Lambda Fraternity, Inc. - Northern Illinois University",,627,Non-Profit Organization,NIU.LUL,yes,0,6,0
1.14038E+14,Î›Î¥Î› - La Unidad Latina - Chi Chapter,,623,Organization,lulchichapter,yes,0,4,0
1.22279E+11,"La Unidad Latina, Î›Î¥Î› Fraternity, Inc. @ Georgia Tech",,523,Non-Profit Organization,LULGT,yes,0.01,2,0
1.32245E+11,Î›Î¥Î› - La Unidad Latina - Alpha Delta Chapter-  George Mason University,,870,Community Organization,LULGMU,yes,0.01,88,0
1.32098E+11,Î›Î¥Î› - La Unidad Latina - Gamma Alpha,,576,Non-Profit Organization,la.unidad.latina.gamma.alpha,yes,0,1,0
1.49092E+11,"Î›Î¥Î›-La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc.- Alpha Zeta",,785,Non-Profit Organization,lul.alphazeta,yes,0,2,0
1.04157E+11,"Phi Iota Alpha Fraternity, Inc. - Kappa Chapter (Syracuse University)",,1605,Organization,cuse.phiotas,yes,0,2,0
1.2401E+11,"Gamma Zeta Alpha Fraternity Inc. Omicron Chapter at Cal Poly, SLO",,640,Organization,omicrongammas,yes,0,4,0
1.40409E+14,Gamma Zeta Alpha at Arizona State University,,788,Non-Profit Organization,ASU.Gammas87,yes,0,3,0
1.16367E+14,Gamma Zeta Alpha @ Cal Poly Pomona,,934,Community,rzacalpolypomona,yes,0.01,4,0
2.48376E+11,Gamma Zeta Alpha Fraternity Inc - SDSU,,1152,Non-Profit Organization,gammazetaalpha.zeta,yes,0,5,0
1.66782E+11,"Gamma Zeta Alpha: Alpha Chapter-California State University, Chico",,782,Non-Profit Organization,,yes,0,1,0
3.25868E+11,Gamma Zeta Alpha at USC,,1114,Non-Profit Organization,tRhojans,yes,0.01,14,0
1.13251E+11,Gamma Zeta Alpha at Cal State Northridge,,1547,Non-Profit Organization,csungammas,yes,0,5,0
58230936395,Gamma Zeta Alpha @ UCLA,,945,Non-Profit Organization,,yes,0,1,0
4.02572E+11,Gamma Zeta Alpha @ Cal,,688,Non-Profit Organization,Berkeley.Gammas,yes,0,3,0
1.71416E+11,"Gamma Zeta Alpha Fraternity, Inc.",,1855,Non-Profit Organization,gammazetaalpha,no,0.01,12,0
1.13934E+11,"Gamma Beta Chapter of Lambda Theta Alpha Latin Sorority, Inc.",,657,Non-Profit Organization,LTAGammaBeta,yes,0,8,0
1.41104E+11,"Lambda Theta Nu Sorority, Inc. - Alpha Theta Chapter",,849,Non-Profit Organization,alphathetalambdas,yes,0,10,0
1.22188E+11,"Delta Lambda Phi, Rho Chapter",,598,Local Business,DLPRHO,yes,0.01,50,6
1.19048E+14,"Phi Lambda Rho Sorority, Inc Delta Chapter @ UCLA",,421,Non-Profit Organization,,yes,0,2,0
1.15153E+14,"Alpha Sigma Tau, Gamma Upsilon",,664,Non-Profit Organization,AST.gammaupsilon,yes,0.01,36,0
1.04013E+14,Nassau Community College,,0,Outdoor,,0,,6344,0
2.36923E+14,"California State University, Dominguez Hills",,21882,College & University,CSUDH,yes,0.02,879,3
21891834163,Michelle Glavan,,2592,Artist,MichelleGlavanFanpage,yes,0,34,2
2.25596E+14,Natalie Lander,,1320,Artist,nataliejlander,yes,0,5,2
2.83767E+11,Rebecca Mader - Official Fan Page,,69197,Artist,BexMader,yes,0.01,118,2
3.66609E+11,Johnny Pemberton,,2263,Public Figure,OfficialJohnnyPemberton,yes,0,0,2
2.03323E+14,Jackson Rathbone,,555261,Artist,JacksonRathbone,no,0.01,592,2
1.04451E+15,The Forbidden Forest,,38,Landmark & Historical Place,WBForbiddenForest,yes,0,82,1
1.85983E+11,MinaLima,,16652,Product/Service,minalimadesign,no,0.03,73,1
8.81729E+14,Fantastic Beasts,,3021822,Movie,fantasticbeastsmovie,yes,0.13,20578,1
9.06702E+14,Harry Potter and the Cursed Child,,490427,Arts & Entertainment,HPPlayLDN,no,0.01,22435,1
8.38848E+14,Platform 9 Â¾ - Warner Bros. Studio Tour London,,3809,Landmark & Historical Place,WBPlatform934,yes,0,435,1
3.53483E+14,Hogwarts,,22509,Local Business,hogwarts,no,0,379,2
4.04179E+14,Dumbledore's office,,2804,Local Business,dumbledoresoffice,no,0,208,1
2.74546E+14,The Ministry of Magic,,2614,Tour Agency,,no,0,5,1
3.92527E+14,The Great Hall,,2152,Travel Service,TheGreatHall,no,0,27,1
3.15484E+14,Privet Drive,,2427,Movie/Television Studio,PrivetDrive,no,0,67,1
3.68162E+14,Diagon Alley,,6058,Local Business,diagonalley,no,0,337,2
1.81997E+14,Warner Bros. France,,26724511,Movie/Television Studio,iwbfr,yes,0.1,8287,2
1.10741E+14,Harry Potter,,75457101,Movie,harrypotterfilms,no,0.01,1380,1
64501422481,Harry Potter,,75456957,Movie,HarryPotterUK,no,0.04,8724,1
1.04881E+11,The Blind Side,,8545583,Movie,theblindside,no,0,10142,2
84599900399,Spirit Halloween,,2953615,Retail Company,spirithalloween,yes,0.03,7383,4
1.18498E+14,Jerry Vanderstelt,,93336,Artist,JerryVanderstelt,no,0,255,4
5.40663E+14,Harry Potter Books from Bloomsbury,,43666,Book Series,HarryPotterBooksfromBloomsbury,yes,0.03,847,1
8.49729E+14,Fantastic Beasts,,3021822,Movie,FantasticBeastsUK,yes,0.09,12154,1
3.8929E+14,iBooks,,81026,Product/Service,iBooks,yes,0.03,375,5
4.13365E+14,Pop Vinyl News and Releases by Popvinyl.net,,27398,Community,funkopopvinyl,yes,0.01,30,1
2.15309E+14,Funko,,579377,Games/Toys,originalfunko,no,0.37,169620,1
41620324575,Fathead,,198671,Recreation/Sports Website,fathead,yes,0.05,2411,1
2.13276E+14,Pottermore,,1851759,Website,pottermore,no,0.08,29904,1
3.29475E+11,WB India,,603134,TV Channel,WBIndia,yes,0.09,979,1
3.7058E+14,La CitÃ© du CinÃ©ma  ///// Harry Potter L'Exposition,,8463,Movie Character,HarryPotterExpo,yes,0,6,1
3.58532E+14,Bloomsbury Publishing UK,,19185,Media/News Company,BloomsburyPublishing,yes,0.03,470,1
1.13471E+11,Scholastic,,359711,Publisher,Scholastic,yes,0.08,1495,1
2.77489E+14,J.K. Rowling,,5451897,Author,JKRowling,no,0,6548,1
1.4867E+14,Odysseum KÃ¶ln,,12899,Recreation Center,odysseumkoeln,yes,0.01,60,6
6.15988E+14,Harry Potter Shop,,57272,Retail Company,harrypottershop,no,0.01,817,1
1.18952E+11,Hot Topic,,5679811,Clothing (Brand),hottopic,yes,0.33,90735,1
4.58506E+14,The Noble Collection,,27822,Retail Company,TheNobleCollection,yes,0.04,175,1
61784580148,Universal Studios Hollywood,,2060306,Travel Company,UniversalStudiosHollywood,yes,0.32,55261,6
90867402851,Universal Orlando Resort,,2224540,Landmark & Historical Place,UniversalOrlandoResort,yes,0.04,113732,1
1.03864E+11,Peter Alexander Sleepwear,,279512,Company,peteralexander,yes,0.11,14394,1
1.76079E+14,ãƒ¦ãƒ‹ãƒ�ãƒ¼ã‚µãƒ«ãƒ»ã‚¹ã‚¿ã‚¸ã‚ªãƒ»ã‚¸ãƒ£ãƒ‘ãƒ³ / Universal Studios Japan (USJ),,363669,Other,UniversalStudiosJapan,no,0.05,13296,1
2.38236E+14,Evanna Lynch,,1651868,Artist,evylynchpage,yes,0.07,1837,1
1.04689E+11,Warwick Davis,,301682,Artist,warwickadavis,no,0,187,1
1.40216E+14,Emma Watson,,35224340,Artist,emmawatson,no,0.01,360284,1
1.62927E+11,Harry Potter Spells Game,,460321,Games/Toys,HarryPotterSpellsGame,no,0,567,1
6.36805E+14,Annabelle,,3987922,Movie,AnnabelleMovie,no,0,187612,2
4.70556E+14,Warner Bros. Consumer Products,,162934,Retail Company,WarnerBrosConsumerProducts,yes,0,96,4
3.84501E+14,Batman Beyond,,843490,TV Show,batmanbeyondtv,no,0,517,2
1.88119E+14,Batman: The Animated Series,,2650600,TV Show,BTAS,no,0,1845,2
1.48833E+14,Veronica Mars,,436899,TV Show,VeronicaMars,no,0,2357,2
4.02114E+14,Visit Burbank,,28391,Travel Company,VisitBurbank,yes,0.03,124,2
1.48774E+14,Columbia Ranch,,2376,Entertainment Website,ColumbiaRanch.net,yes,0.01,6,2
1.07642E+14,LAtourist,,60535,Local/Travel Website,LAtourist,yes,0,168,6
1.10238E+14,Warner Bros. Transportation,,544,Local Business,WBTransportation,yes,0,3,2
1.54059E+11,Warner Bros. Careers,,129884,Media/News Company,WBCareers,yes,0.02,170,2
1.85286E+14,Warner Bros. Staff Shop,,943,Arts & Entertainment,WBStaffShop,no,0.01,4,2
1.82109E+14,Warner Bros. Property Department,,2039,Local Business,wbpropertydept,no,0.02,26,2
2.41662E+14,Warner Bros. Design Studio,,1551,Movie/Television Studio,WBDesignStudio,yes,0.01,1,2
1.94825E+14,Warner Bros. Metal Shop,,682,Local Business,WBMetalShop,no,0,1,2
57964955395,Turner Classic Movies: TCM,,1078747,TV Network,tcmtv,yes,0.87,47546,3
1.1651E+14,Warner Bros. Special Events,,2819,Event Planner,WarnerBrosEvent,yes,0.03,77,2
1.69771E+14,Unknown,,433119,Movie,unknown,no,0,524,2
92320479952,The Town,,697485,Movie,TheTownMovie,no,0,721,2
1.69135E+14,Unforgiven,,282320,Movie,unforgivenofficial,no,0,334,2
2.11785E+14,Malcolm X,,587116,Movie,MalcolmXMovie,no,0,766,2
1.62387E+11,Happy Feet,,9742999,Movie,happyfeetmovie,yes,0,8170,2
2.97558E+14,Stanley Kubrick,,1996324,Film Director,StanleyKubrick,no,0.02,6306,2
1.78173E+14,Stanley Kubrick Films,,756903,Artist,StanleyKubrickFilms,no,0,572,2
1.18843E+14,A Clockwork Orange,,2638122,Movie,AClockworkOrangeFilm,no,0,2285,2
2.42643E+11,Hereafter,,74687,Movie,hereafter,no,0,59,2
1.01553E+14,Legend of the Guardians: The Owls of Ga'Hoole,,649243,Movie,legendoftheguardians,no,0,479,2
3.28988E+14,Star Wars: The Clone Wars,,1050036,Movie,StarWarsTheCloneWars,no,0,1214,2
1.28927E+14,Superman/Batman: Apocalypse,,13911,Movie,SupermanBatmanApocalypse,yes,0,4,4
2.3243E+14,The Exorcist,,2162482,Movie,TheExorcist.Official,no,0,2325,2
35650298912,Everything Exorcist: A fan resource,,199993,Movie,,no,0,147,2
10045457582,Smallville,,6357518,TV Show,Smallville,no,0.01,21438,7
9991232322,Supernatural,,16273399,TV Show,Supernatural,yes,0.03,98820,7
87159114999,Jonah Hex,,108426,Movie,JonahHex,yes,0,109,2
2.07318E+11,Cop Out,,308014,Movie,copout,yes,0,233,2
5872063678,Blu-ray Disc,,30231,Product/Service,bluraydisc,yes,0,30,2
91290503700,Inception,,11089556,Movie,inception,no,0,8086,2
31084486888,Doctor Zhivago,,177529,Movie,,yes,0,174,2
1.40937E+11,Cats & Dogs,,619612,Movie,catsanddogs,yes,0,720,2
1.1209E+11,Invictus,,457791,Movie,invictus,yes,0,305,2
6460713406,Sex and the City 2,,3318736,Movie,sexandthecity2,yes,0,7551,2
1.90165E+14,Woodstock,,130325,Movie,Woodstockthefilm,no,0,66,2
36872536392,Fred Claus,,37561,Movie,FredClausMovie,no,0,49,2
62925332847,Annie Leibovitz: Life Through a Lens,,9837,Movie,,yes,0,3,2
1.00452E+11,The Hills Run Red (2009),,4442,Movie,TheHillsRunRed,yes,0,6,2
1.24686E+11,Observe and Report,,68646,Movie,observeandreport,no,0,85,2
2.64315E+14,Gone With The Wind,,1851682,Other,GoneWithTheWindOfficial,no,0,9906,3
1.18347E+11,The Informant!,,16040,Movie,theinformant,yes,0,17,2
79526063932,The Box,,16804,Movie,thebox,yes,0,14,2
50312388020,Ghosts of Girlfriends Past,,229566,Movie,ghostsofgirlfriendspast,yes,0,288,2
1.04268E+11,The Invention of Lying,,109722,Movie,theinventionoflying,yes,0,96,2
8452491826,Bonnie & Clyde,,209631,Movie,bonnieandclydewbhe,no,0,392,2
1.07769E+11,Trick 'r Treat,,495929,Movie,TrickrTreat,no,0,349,3
2.24028E+11,The Wizard of Oz,,2988020,Movie,TheWizardOfOzMovie,yes,0.06,2304,2
77398597061,Terminator Salvation,,1348989,Movie,Terminatorsalvation,no,0,757,2
72709217327,Ninja Assassin,,1048232,Movie,ninjaassassin,yes,0,713,2
98429472921,The Time Traveler's Wife,,630530,Movie,thetimetravelerswife,yes,0,571,2
88756821652,My Sister's Keeper,,2440534,Movie,mysisterskeepermovie,yes,0,1974,2
68003267181,Orphan,,3781278,Movie,orphanmovie,no,0,3397,2
97326127302,Whiteout,,29771,Movie,whiteoutmovie,yes,0,19,2
2.06355E+14,Friday the 13th (2009 Film),,692637,Movie,Fridaythe13th.2009,no,0,1303,2
92284851236,Final Destination (Movie),,3279565,Movie,finaldestinationmovie,no,0,2997,2
1.19763E+11,The Book of Eli,,1378820,Movie,TheBookofEli,no,0,1408,2
43953689757,He's Just Not That Into You,,814551,Movie,hesjustnotthatintoyou,no,0,895,2
31264174629,Yes Man,,1565589,Movie,yesman,no,0,1129,2
25109104280,Nip/Tuck,,1410346,TV Show,NipTuck,yes,0,945,2
42180049617,Watchmen - Silk Spectre II,,12389,Book,,no,0,8,2
6392763859,Watchmen,,744642,Book,watchmen,no,0,975,2
94289470471,300,,10653889,Movie,300Movie,no,0,5555,2
75164684848,Where the Wild Things Are,,2278680,Movie,wherethewildthingsare,yes,0,1593,2
2.43915E+11,Watertower Music,,20476,Record Label,WaterTowerMusic,yes,0.02,76,2
9.74324E+14,New Line Cinema,,21735,Movie/Television Studio,,yes,0.05,111,2
67610904364,Joe Dante,,12133,Artist,thejoedante,yes,0.02,53,3
3.2574E+14,Alamo Drafthouse San Francisco,,28496,Movie Theater,AlamoSanFrancisco,yes,0.07,615,3
8.23227E+14,Bogart Spirits,,36074,Wine/Spirits,BogartSpirits,no,0,17,3
1.18696E+14,JOHN WAYNE,,2572837,School,johnwayne,yes,0.05,36266,3
4.7508E+14,Loretta Young,,2837,Artist,,yes,0.24,194,3
1.39686E+14,William Morrow,,58840,Publisher,WmMorrowbks,yes,0.17,1102,3
19777402766,The Cinefamily,,64263,Non-Profit Organization,cinefamily,yes,0.22,1923,3
2.41445E+14,The Holt Family,,181,Artist,,yes,0,0,3
1.50347E+15,Our Miss Brooks,,2014,Fictional Character,,yes,0,7,3
2.96326E+11,Orson Welles Cinema,,1200,Movie,OrsonWellesCinema,yes,0.01,16,3
1.06007E+14,Creature Features,,9561,Local Business,cfeatures,no,0.01,250,3
4.24666E+14,Longmire,,542638,TV Show,LongmireTV,yes,0.09,571,2
4.43772E+14,Godzilla,,2677578,Movie,GodzillaMovie,no,0,2063,2
1.8076E+14,"The Beast From 20,000 Fathoms",,27161,Movie,TheBeastFrom20000Fathoms,yes,0,26,3
2.62439E+14,Them,,22123,Movie,ThemTheMovie,no,0,14,3
1.48384E+15,Original King Kong - 1933,,1069,Movie,1933kingkong,yes,0,2,3
1.20324E+14,Myrna Loy: Queen of Hollywood,,6399,Artist,MyrnaLoyQueenOfHollywood,yes,0.01,8,3
1.70938E+14,Joan Crawford,,22849,Artist,joancrawfordlesueur,yes,0.03,525,3
8.29746E+14,Kay Francis,,1639,Artist,filmsofkayfrancis,yes,0.02,41,3
1.5453E+15,Greta Garbo,,18254,Artist,GretaLGustafsson,yes,0.01,36,3
5.13428E+14,Tallulah Bankhead,,2685,Artist,tallubankhead,yes,0,2,3
5.45294E+14,Norma Shearer - Queen of MGM,,4189,Artist,,yes,0.01,34,3
14425952749,The Hollywood Reporter,,2178664,Magazine,HollywoodReporter,no,2.64,130487,2
12616252196,Variety,,1146868,Media/News Company,Variety,yes,0.73,58921,3
1.59925E+14,The Retro Set,,2210,Entertainment Website,theretroset,yes,0.17,59,3
2.46609E+14,The Bowery Boys Film Series,,2754,Movie,BoweryBoysFilms,yes,0,1,3
5.32872E+14,Night Court TV Show,,83814,TV Show,NightCourtTVShow,no,0.01,168,2
1.08313E+14,Superboy (TV series),,6281,TV Show,,yes,0,0,3
5.06934E+14,Eight Is Enough - TV Show,,58809,TV Show,EightIsEnoughTvShow,yes,0.01,55,2
4.58622E+14,Warner Archive Collection Animation,,14509,Movie/Television Studio,WACAnimation,yes,0.03,13,2
3.37867E+14,"Longmire Posse, Official Fan Site",,84888,Community,LongmirePosse,yes,0.31,9911,3
2.03947E+14,Le Giornate del Cinema Muto,,11930,Movie Theater,pordenonesilent,yes,0.01,11,3
1.35083E+14,Pordenone Silent Film Festival,,457,Interest,,no,0,0,3
1.86049E+14,Nerdist,,1966003,Media/News Company,Nerdist,yes,1,551322,2
10852735578,New York Comic Con,,234971,Company,newyorkcomiccon,yes,0.03,4032,4
1.29279E+14,The Judy Room,,26451,Artist,TheJudyRoom,yes,0.21,616,3
17287115271,Greta Garbo,,45680,Artist,garbofans,yes,0,117,3
2.27598E+14,Debbie Reynolds,,335452,Public Figure,thedebbiereynolds,yes,0,630,3
16700921885,Norma Shearer,,2368,Artist,NormaShearerPage,yes,0,0,3
3.63231E+14,Judy Garland,,484,Artist,,yes,0,0,3
2.83956E+14,Money Into Light,,2656,Artist,moneytolight,yes,0.01,10,2
75613249393,Ava Gardner,,159016,Museum,AvaGardnerMuseum,yes,0.03,4165,3
59841426740,The Rosemary Clooney House,,7162,Historical Place,RosemaryClooneyHouse,yes,0.01,131,3
4.61161E+14,Cheyenne - T.V. Show,,42049,TV Show,cheyennetvshow,yes,0,159,3
1.69662E+14,The Courtship of Eddie's Father,,43696,TV Show,CourtshipOfEddiesFatherTVShow,yes,0,7,3
1.98947E+14,Daktari,,17349,TV Show,DaktariTVShow,yes,0,28,3
4.15254E+14,The FBI TV Show,,29319,TV Show,AgentErskine,no,0,290,3
1.79499E+14,The Girl From UNCLE,,13581,TV Show,GirlfromUNCLETVShow,yes,0,7,3
6.40673E+14,Medical Center,,18300,TV Show,MedicalCenterTVSeries,yes,0,58,3
5.01195E+14,Time Trax,,2952,TV Show,TimeTraxTVShow,yes,0,9,3
3.32595E+11,Sales on Film,,495,Website,,no,0,2,3
1.87601E+14,"They Shoot Pictures, Don't They",,700,Arts/Humanities Website,,yes,0,0,3
1.5836E+14,Noirvember,,3017,Entertainment Website,Noirvember,yes,0.02,8,3
